YEAR,REGION,PLANTING_DATE,MONTH,DAY,PD_WINDOW,IRRIGATION,SOIL,COMPANY_VARIETY,MG,MG_SECTION,PLANTING_DATE_FULL,MG_SEC,GENERAL_REGIONS,YIELD
2019,NE,29-May,5,29,E,Full,Medium,S53-F7X,5.3,5.0-5.3,5/29/19,5.0_5.3,N,63.9
2019,C,30-May,5,30,E,Non,Clay,Corteva-5.4-1,5.4,5.4-6.0,5/30/19,5.4+,C,31.8
2019,C,30-May,5,30,E,Non,Clay,Corteva-5.5-2,5.5,5.4-6.0,5/30/19,5.4+,C,32.1
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.2-1,4.2,3.0-4.4,5/30/19,3.0_4.4,,68.9
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.3-2,4.3,3.0-4.4,5/30/19,3.0_4.4,,68.6
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.4-3,4.4,3.0-4.4,5/30/19,3.0_4.4,,65.7
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.6-1,4.6,4.5-4.7,5/30/19,4.5_4.7,,72.1
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.8-2,4.8,4.8-4.9,5/30/19,4.8_4.9,,70.7
2019,SE_AR,30-May,5,30,E,Full,Silt Loam,Corteva-4.8-3,4.8,4.8-4.9,5/30/19,4.8_4.9,,66.3
2019,MW_MS,30-May,5,30,E,Full,Fine,S44-C7X,4.4,3.0-4.4,5/30/19,3.0_4.4,,59
2019,MW_MS,30-May,5,30,E,Full,Coarse,S44-C7X,4.4,3.0-4.4,5/30/19,3.0_4.4,,64.6
2019,MW_MS,30-May,5,30,E,Full,Fine,S45-J3X,4.5,4.5-4.7,5/30/19,4.5_4.7,,54.7
2019,MW_MS,30-May,5,30,E,Full,Coarse,S45-J3X,4.5,4.5-4.7,5/30/19,4.5_4.7,,57.5
2019,MW_MS,30-May,5,30,E,Full,Fine,S47-Y9X,4.7,4.5-4.7,5/30/19,4.5_4.7,,55.5
2019,MW_MS,30-May,5,30,E,Full,Coarse,S47-Y9X,4.7,4.5-4.7,5/30/19,4.5_4.7,,59.4
2019,MW_MS,30-May,5,30,E,Full,Fine,S49-F5X,4.9,4.8-4.9,5/30/19,4.8_4.9,,58.2
2019,MW_MS,30-May,5,30,E,Full,Coarse,S49-F5X,4.9,4.8-4.9,5/30/19,4.8_4.9,,59
2019,MW_MS,30-May,5,30,E,Full,Fine,S50-G9XS,5,5.0-5.3,5/30/19,5.0_5.3,,59.5
2019,MW_MS,30-May,5,30,E,Full,Fine,S51-R3XS,5.1,5.0-5.3,5/30/19,5.0_5.3,,57.9
2019,MW_MS,30-May,5,30,E,Full,Coarse,S51-R3XS,5.1,5.0-5.3,5/30/19,5.0_5.3,,58.5
2019,MW_MS,31-May,5,31,E,Full,Fine,S44-C7X,4.4,3.0-4.4,5/31/19,3.0_4.4,,69.4
2019,MW_MS,31-May,5,31,E,Full,Fine,S45-J3X,4.5,4.5-4.7,5/31/19,4.5_4.7,,62.9
2019,MW_MS,31-May,5,31,E,Full,Fine,S47-Y9X,4.7,4.5-4.7,5/31/19,4.5_4.7,,69.8
2019,MW_MS,31-May,5,31,E,Full,Fine,S49-F5X,4.9,4.8-4.9,5/31/19,4.8_4.9,,70.7
2019,MW_MS,31-May,5,31,E,Full,Fine,S49-F5X,4.9,4.8-4.9,5/31/19,4.8_4.9,,39.7
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,6/1/19,3.0_4.4,LA,60.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,6/1/19,3.0_4.4,LA,60.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,6/1/19,3.0_4.4,LA,71.8
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,6/1/19,3.0_4.4,LA,48.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/1/19,3.0_4.4,LA,67.2
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/1/19,3.0_4.4,LA,67.2
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/1/19,3.0_4.4,LA,59.5
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/1/19,3.0_4.4,LA,65
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,6/1/19,4.5_4.7,LA,63.8
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/1/19,4.5_4.7,LA,64.2
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/1/19,4.5_4.7,LA,59.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/1/19,4.5_4.7,LA,68.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/1/19,4.5_4.7,LA,62.8
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/1/19,4.5_4.7,LA,66.1
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,6/1/19,4.5_4.7,LA,60.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/1/19,4.8_4.9,LA,56.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/1/19,4.8_4.9,LA,63.1
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/1/19,4.8_4.9,LA,62.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/1/19,4.8_4.9,LA,65
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,6/1/19,4.8_4.9,LA,61.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/1/19,4.8_4.9,LA,59.4
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,6/1/19,5.0_5.3,LA,56.5
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,6/1/19,5.0_5.3,LA,59.8
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/1/19,3.0_4.4,LA,65.2
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/1/19,3.0_4.4,LA,65.2
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/1/19,3.0_4.4,LA,46.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,6/1/19,3.0_4.4,LA,67.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,6/1/19,3.0_4.4,LA,67.6
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,6/1/19,3.0_4.4,LA,55.5
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,6/1/19,3.0_4.4,LA,60.3
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,6/1/19,3.0_4.4,LA,66.1
2019,LA,1-Jun,6,1,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/1/19,3.0_4.4,LA,63.3
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/2/19,3.0_4.4,LA,51.4
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/2/19,3.0_4.4,LA,38
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/2/19,4.5_4.7,LA,51.2
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/2/19,4.5_4.7,LA,53.3
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/2/19,4.5_4.7,LA,51.5
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/2/19,4.5_4.7,LA,42.4
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/2/19,4.8_4.9,LA,52.3
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/2/19,4.8_4.9,LA,52.3
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/2/19,4.8_4.9,LA,53.6
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/2/19,4.8_4.9,LA,34.1
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/2/19,4.8_4.9,LA,53.4
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,6/2/19,5.0_5.3,LA,52.2
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/2/19,3.0_4.4,LA,47.9
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,6/2/19,3.0_4.4,LA,50.6
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,6/2/19,3.0_4.4,LA,33
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/2/19,3.0_4.4,LA,52.6
2019,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/2/19,3.0_4.4,LA,40.1
2019,MW_MS,4-Jun,6,4,E,Full,Fine,S49-F5X,4.9,4.8-4.9,6/4/19,4.8_4.9,,58.5
2019,NW,10-Jun,6,10,F,Full,Medium,S44-C7X,4.4,3.0-4.4,6/10/19,3.0_4.4,N,71.9
2019,NW,10-Jun,6,10,F,Full,Medium,S45-J3X,4.5,4.5-4.7,6/10/19,4.5_4.7,N,75.6
2019,NW,10-Jun,6,10,F,Full,Medium,S47-Y9X,4.7,4.5-4.7,6/10/19,4.5_4.7,N,81.3
2019,NW,10-Jun,6,10,F,Full,Medium,S49-F5X,4.9,4.8-4.9,6/10/19,4.8_4.9,N,82.4
2019,NW,10-Jun,6,10,F,Full,Medium,S50-G9XS,5,5.0-5.3,6/10/19,5.0_5.3,N,73.6
2019,NW,10-Jun,6,10,F,Full,Medium,S51-R3XS,5.1,5.0-5.3,6/10/19,5.0_5.3,N,72.8
2019,NW,10-Jun,6,10,F,Full,Medium,S53-F7X,5.3,5.0-5.3,6/10/19,5.0_5.3,N,69.8
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.2-1,4.2,3.0-4.4,6/11/19,3.0_4.4,N,54
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.3-2,4.3,3.0-4.4,6/11/19,3.0_4.4,N,64.4
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.4-3,4.4,3.0-4.4,6/11/19,3.0_4.4,N,51.7
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.6-1,4.6,4.5-4.7,6/11/19,4.5_4.7,N,57.6
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.8-2,4.8,4.8-4.9,6/11/19,4.8_4.9,N,48.4
2019,NE,11-Jun,6,11,F,Full,Sandy Loam,Corteva-4.8-3,4.8,4.8-4.9,6/11/19,4.8_4.9,N,50
2019,NE,11-Jun,6,11,F,Full,Silt Loam,Corteva-5.4-1,5.4,5.4-6.0,6/11/19,5.4+,N,51.6
2019,NE,11-Jun,6,11,F,Full,Silt Loam,Corteva-5.5-2,5.5,5.4-6.0,6/11/19,5.4+,N,49.2
2019,SE_AR,11-Jun,6,11,F,Full,Silt Loam,Corteva-4.2-1,4.2,3.0-4.4,6/11/19,3.0_4.4,,67.5
2019,SE_AR,11-Jun,6,11,F,Full,Silt Loam,Corteva-4.3-2,4.3,3.0-4.4,6/11/19,3.0_4.4,,72.4
2019,SE_AR,11-Jun,6,11,F,Full,Silt Loam,Corteva-4.4-3,4.4,3.0-4.4,6/11/19,3.0_4.4,,64.4
2019,SE_AR,11-Jun,6,11,F,Full,Silt Loam,Corteva-4.6-1,4.6,4.5-4.7,6/11/19,4.5_4.7,,72.3
2019,SE_AR,11-Jun,6,11,F,Full,Silt Loam,Corteva-4.8-2,4.8,4.8-4.9,6/11/19,4.8_4.9,,72.4
2019,ME_MS,11-Jun,6,11,F,Non,Medium,S47-Y9X,4.7,4.5-4.7,6/11/19,4.5_4.7,,36.5
2019,ME_MS,11-Jun,6,11,F,Non,Medium,S53-F7X,5.3,5.0-5.3,6/11/19,5.0_5.3,,25.1
2019,SW,11-Jun,6,11,F,Non,Silt Loam,Asgrow 52X9,5.2,5.0-5.3,6/11/19,5.0_5.3,S,37.2
2019,SW,11-Jun,6,11,F,Non,Silt Loam,C4845RX,4.8,4.8-4.9,6/11/19,4.8_4.9,S,44
2019,SW,11-Jun,6,11,F,Non,Silt Loam,Delta Grow 46X25,4.6,4.5-4.7,6/11/19,4.5_4.7,S,47
2019,SW,11-Jun,6,11,F,Non,Silt Loam,Delta Grow 52X05,5.2,5.0-5.3,6/11/19,5.0_5.3,S,33.2
2019,SW,11-Jun,6,11,F,Non,Silt Loam,Delta Grow 54X25,5.4,5.4-6.0,6/11/19,5.4+,S,40.3
2019,SW,11-Jun,6,11,F,Non,Silt Loam,Dleta Grow 49X15,4.9,4.8-4.9,6/11/19,4.8_4.9,S,40.3
2019,SW,11-Jun,6,11,F,Non,Silt Loam,LGS4931RX,4.9,4.8-4.9,6/11/19,4.8_4.9,S,45.1
2019,SW,11-Jun,6,11,F,Non,Silt Loam,LS4487XS,4.4,3.0-4.4,6/11/19,3.0_4.4,S,43.9
2019,SW,11-Jun,6,11,F,Non,Silt Loam,P42A96X,4.2,3.0-4.4,6/11/19,3.0_4.4,S,45.5
2019,SW,11-Jun,6,11,F,Non,Silt Loam,P54A54X,5.4,5.4-6.0,6/11/19,5.4+,S,46.3
2019,SW,11-Jun,6,11,F,Non,Silt Loam,S41XS98,4.1,3.0-4.4,6/11/19,3.0_4.4,S,63.4
2019,SW,11-Jun,6,11,F,Non,Silt Loam,S44-C7X,4.4,3.0-4.4,6/11/19,3.0_4.4,S,51.7
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/12/19,4.5_4.7,LA,37.3
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/12/19,4.8_4.9,LA,44.2
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/12/19,4.8_4.9,LA,45.5
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/12/19,4.8_4.9,LA,32.3
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,6/12/19,5.0_5.3,LA,37.2
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,6/12/19,5.0_5.3,LA,29.9
2019,LA,12-Jun,6,12,F,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,6/12/19,5.0_5.3,LA,35.2
2019,NE,12-Jun,6,12,F,Full,Medium,S47-Y9X,4.7,4.5-4.7,6/12/19,4.5_4.7,N,50.1
2019,NE,12-Jun,6,12,F,Full,Medium,S49-F5X,4.9,4.8-4.9,6/12/19,4.8_4.9,N,50.3
2019,NE,12-Jun,6,12,F,Full,Medium,S50-G9XS,5,5.0-5.3,6/12/19,5.0_5.3,N,49.2
2019,NE,12-Jun,6,12,F,Full,Medium,S51-R3XS,5.1,5.0-5.3,6/12/19,5.0_5.3,N,47.9
2019,MW_MS,13-Jun,6,13,F,Full,Fine,S49-F5X,4.9,4.8-4.9,6/13/19,4.8_4.9,,50.9
2019,ME_MS,13-Jun,6,13,F,Non,Medium,S53-F7X,5.3,5.0-5.3,6/13/19,5.0_5.3,,23.1
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/15/19,4.5_4.7,LA,46.2
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/15/19,4.5_4.7,LA,50.2
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/15/19,4.5_4.7,LA,46.7
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/15/19,4.5_4.7,LA,49.7
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/15/19,4.8_4.9,LA,49.5
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/15/19,4.8_4.9,LA,45.8
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/15/19,4.8_4.9,LA,50
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/15/19,4.8_4.9,LA,43.9
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/15/19,4.8_4.9,LA,47.9
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/15/19,4.8_4.9,LA,44.2
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,6/15/19,5.0_5.3,LA,50.1
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,6/15/19,5.0_5.3,LA,41.4
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,6/15/19,5.0_5.3,LA,50.7
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,6/15/19,5.0_5.3,LA,45.8
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,6/15/19,5.0_5.3,LA,50.8
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,6/15/19,5.0_5.3,LA,45.1
2019,LA,15-Jun,6,15,F,Unknown,Unknown,Bayer-33,5.5,5.4-6.0,6/15/19,5.4+,LA,51.4
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/16/19,3.0_4.4,LA,25.6
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,6/16/19,3.0_4.4,LA,18.2
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/16/19,4.5_4.7,LA,25.2
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/16/19,4.5_4.7,LA,25.8
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/16/19,4.5_4.7,LA,30.3
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,6/16/19,4.5_4.7,LA,26.3
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/16/19,4.8_4.9,LA,30.4
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/16/19,4.8_4.9,LA,27
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/16/19,4.8_4.9,LA,23.6
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/16/19,4.8_4.9,LA,24.2
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/16/19,4.8_4.9,LA,27.7
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,6/16/19,4.8_4.9,LA,18.3
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/16/19,3.0_4.4,LA,32.2
2019,LA,16-Jun,6,16,F,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/16/19,3.0_4.4,LA,23.8
2019,SW,20-Jun,6,20,F,Non,Silt Loam,Asgrow 52X9,5.2,5.0-5.3,6/20/19,5.0_5.3,S,37.2
2019,SW,20-Jun,6,20,F,Non,Silt Loam,C4845RX,4.8,4.8-4.9,6/20/19,4.8_4.9,S,42.7
2019,SW,20-Jun,6,20,F,Non,Silt Loam,Delta Grow 46X25,4.6,4.5-4.7,6/20/19,4.5_4.7,S,39.5
2019,SW,20-Jun,6,20,F,Non,Silt Loam,Delta Grow 52X05,5.2,5.0-5.3,6/20/19,5.0_5.3,S,35.2
2019,SW,20-Jun,6,20,F,Non,Silt Loam,Delta Grow 54X25,5.4,5.4-6.0,6/20/19,5.4+,S,41.2
2019,SW,20-Jun,6,20,F,Non,Silt Loam,Dleta Grow 49X15,4.9,4.8-4.9,6/20/19,4.8_4.9,S,36.6
2019,SW,20-Jun,6,20,F,Non,Silt Loam,LGS4931RX,4.9,4.8-4.9,6/20/19,4.8_4.9,S,37.2
2019,SW,20-Jun,6,20,F,Non,Silt Loam,LS4487XS,4.4,3.0-4.4,6/20/19,3.0_4.4,S,45.3
2019,SW,20-Jun,6,20,F,Non,Silt Loam,P42A96X,4.2,3.0-4.4,6/20/19,3.0_4.4,S,40.3
2019,SW,20-Jun,6,20,F,Non,Silt Loam,P54A54X,5.4,5.4-6.0,6/20/19,5.4+,S,47.5
2019,SW,20-Jun,6,20,F,Non,Silt Loam,S41XS98,4.1,3.0-4.4,6/20/19,3.0_4.4,S,54.7
2019,SW,20-Jun,6,20,F,Non,Silt Loam,S44-C7X,4.4,3.0-4.4,6/20/19,3.0_4.4,S,26.1
2019,NE,17-Apr,4,17,C,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,4/17/19,3.0_4.4,N,70.49
2019,NE,17-Apr,4,17,C,Full,Silt Loam,AG45X9,4.5,4.5-4.9,4/17/19,4.5_4.7,N,67.74
2019,NE,17-Apr,4,17,C,Full,Silt Loam,P48A60X,4.8,4.5-4.9,4/17/19,4.8_4.9,N,70.86
2019,NE,17-Apr,4,17,C,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,4/17/19,3.0_4.4,N,57.44
2019,NE,17-Apr,4,17,C,Full,Silt Loam,AG45X9,4.5,4.5-4.9,4/17/19,4.5_4.7,N,67.33
2019,NE,17-Apr,4,17,C,Full,Silt Loam,AG45X9,4.5,4.5-4.9,4/17/19,4.5_4.7,N,45.59
2019,NE,17-Apr,4,17,C,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,4/17/19,3.0_4.4,N,57.05
2019,NE,17-Apr,4,17,C,Full,Silt Loam,P48A60X,4.8,4.5-4.9,4/17/19,4.8_4.9,N,76.99
2019,NE,17-Apr,4,17,C,Full,Silt Loam,P48A60X,4.8,4.5-4.9,4/17/19,4.8_4.9,N,30.25
2019,NE,17-Apr,4,17,C,Full,Silt Loam,AG45X9,4.5,4.5-4.9,4/17/19,4.5_4.7,N,64.82
2019,NE,17-Apr,4,17,C,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,4/17/19,3.0_4.4,N,69.22
2019,NE,2-May,5,2,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/2/19,3.0_4.4,N,79.42
2019,NE,2-May,5,2,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/2/19,4.5_4.7,N,67.04
2019,NE,2-May,5,2,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/2/19,4.8_4.9,N,70.45
2019,NE,2-May,5,2,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/2/19,4.8_4.9,N,71.58
2019,NE,2-May,5,2,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/2/19,4.5_4.7,N,77.74
2019,NE,2-May,5,2,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/2/19,3.0_4.4,N,71.1
2019,NE,2-May,5,2,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/2/19,4.8_4.9,N,83.37
2019,NE,2-May,5,2,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/2/19,4.5_4.7,N,59.53
2019,NE,2-May,5,2,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/2/19,3.0_4.4,N,70.82
2019,NE,2-May,5,2,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/2/19,4.5_4.7,N,72.73
2019,NE,2-May,5,2,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/2/19,4.8_4.9,N,87.23
2019,NE,2-May,5,2,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/2/19,3.0_4.4,N,68.73
2019,NE,15-May,5,15,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/15/19,3.0_4.4,N,60.42
2019,NE,15-May,5,15,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/15/19,4.5_4.7,N,57.23
2019,NE,15-May,5,15,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/15/19,4.8_4.9,N,72.27
2019,NE,15-May,5,15,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/15/19,4.5_4.7,N,67.75
2019,NE,15-May,5,15,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/15/19,3.0_4.4,N,72.66
2019,NE,15-May,5,15,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/15/19,4.8_4.9,N,70.87
2019,NE,15-May,5,15,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/15/19,4.8_4.9,N,75.93
2019,NE,15-May,5,15,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/15/19,3.0_4.4,N,60.43
2019,NE,15-May,5,15,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/15/19,4.5_4.7,N,69.14
2019,NE,15-May,5,15,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/15/19,4.5_4.7,N,61.32
2019,NE,15-May,5,15,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/15/19,3.0_4.4,N,48.51
2019,NE,15-May,5,15,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/15/19,4.8_4.9,N,74.9
2019,NE,17-May,5,17,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/17/19,3.0_4.4,N,58.01
2019,NE,17-May,5,17,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/17/19,4.5_4.7,N,55.38
2019,NE,17-May,5,17,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/17/19,4.8_4.9,N,52.59
2019,NE,17-May,5,17,D,Full,Silt Loam,AG45X9,4.5,4.5-4.9,5/17/19,4.5_4.7,N,59.26
2019,NE,17-May,5,17,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/17/19,3.0_4.4,N,58.8
2019,NE,17-May,5,17,D,Full,Silt Loam,P48A60X,4.8,4.5-4.9,5/17/19,4.8_4.9,N,58.44
2019,NE,17-May,5,17,D,Full,Silt Loam,Rev4310X,4.3,3.0-4.4,5/17/19,3.0_4.4,N,64.64
